1199	1047
4294967295	0
4294967025	983
1199	1030
1079	1030
1019	1030
989	1030
959	1030
929	1030
899	1030
299	1030
839	1030
779	1030
749	1030
719	1030
689	1030
659	1030
629	1030
599	1030
569	1030
509	1030
479	1030
449	1030
419	1030
389	1030
359	1030
329	1030
299	1030
209	1030
179	1030
149	1030
4294966815	1030
1199	1013
1169	1013
1139	1013
1109	1013
1079	1013
1049	1013
1019	1013
989	1013
959	1013
929	1013
899	1013
869	1013
839	1013
809	1013
779	1013
749	1013
719	1013
689	1013
659	1013
629	1013
599	1013
569	1013
539	1013
509	1013
479	1013
449	1013
419	1013
389	1013
359	1013
329	1013
299	1013
269	1013
239	1013
209	1013
179	1013
149	1013
119	1013
89	1013
59	1013
29	1013
4294967295	1013
1199	996
1169	996
1139	996
1079	996
959	996
839	996
809	996
149	996
89	996
59	996
29	996
509	996
479	996
4294967175	996
419	996
389	996
359	996
329	996
299	996
4294966995	996
209	996
179	996
149	996
4294966815	996
4294966755	996
4294967295	996
1199	979
1169	979
1139	979
1109	979
1079	979
1049	979
1019	979
989	979
959	979
929	979
899	979
869	979
839	979
809	979
779	979
749	979
719	979
689	979
659	979
629	979
599	979
569	979
539	979
509	979
479	979
449	979
419	979
389	979
359	979
329	979
299	979
269	979
239	979
209	979
179	979
149	979
119	979
89	979
59	979
29	979
4294967295	979
1199	962
1169	962
539	962
509	962
1019	962
959	962
929	962
899	962
869	962
839	962
809	962
779	962
749	962
719	962
689	962
659	962
629	962
599	962
569	962
509	962
4294967175	962
419	962
389	962
359	962
329	962
299	962
4294966995	962
209	962
179	962
119	962
89	962
1199	945
1169	945
1139	945
1109	945
1079	945
1049	945
1019	945
989	945
959	945
929	945
899	945
869	945
839	945
809	945
779	945
749	945
719	945
689	945
659	945
629	945
599	945
569	945
539	945
509	945
479	945
449	945
419	945
389	945
359	945
329	945
299	945
269	945
209	945
179	945
149	945
119	945
89	945
59	945
29	945
4294967295	945
1199	928
1169	928
1139	928
1109	928
1079	928
1049	928
989	928
959	928
329	928
839	928
809	928
779	928
749	928
719	928
689	928
659	928
629	928
599	928
569	928
509	928
479	928
4294967175	928
419	928
389	928
359	928
329	928
299	928
4294966995	928
209	928
179	928
4294966815	928
59	928
29	928
1199	911
1169	911
1139	911
1109	911
1079	911
1049	911
1019	911
989	911
959	911
929	911
899	911
869	911
839	911
809	911
779	911
749	911
719	911
689	911
659	911
629	911
599	911
569	911
539	911
4294967235	911
449	911
419	911
4294967115	911
4294967055	911
4294966965	911
209	911
4294966875	911
89	911
59	911
1199	894
1169	894
1079	894
1019	894
989	894
389	894
929	894
839	894
809	894
779	894
749	894
719	894
689	894
659	894
629	894
599	894
569	894
509	894
479	894
449	894
419	894
389	894
359	894
329	894
299	894
209	894
179	894
149	894
4294966815	894
59	894
4294967295	894
1709	877
1679	877
1649	877
1439	877
4294967175	829
1199	877
1169	877
1139	877
1109	877
1079	877
1049	877
1019	877
989	877
959	877
929	877
899	877
869	877
839	877
809	877
779	877
749	877
719	877
689	877
659	877
629	877
599	877
569	877
539	877
479	877
449	877
4294967085	877
329	877
269	877
239	877
209	877
4294966815	877
59	877
1199	860
1169	860
1139	860
1109	860
1079	860
1049	860
1019	860
989	860
959	860
929	860
899	860
869	860
839	860
809	860
779	860
749	860
719	860
689	860
659	860
629	860
599	860
569	860
539	860
509	860
479	860
449	860
419	860
389	860
359	860
329	860
299	860
269	860
239	860
209	860
179	860
149	860
119	860
89	860
59	860
29	860
4294967295	860
479	843
1739	843
59	795
1019	843
1589	843
809	843
1379	843
629	843
1079	843
1019	843
989	843
959	843
929	843
899	843
839	843
809	843
779	843
749	843
719	843
689	843
659	843
629	843
599	843
569	843
539	843
4294967235	843
449	843
359	843
4294967055	843
299	843
4294966995	843
239	843
209	843
4294966875	843
119	843
89	843
1199	826
1169	826
1139	826
1109	826
1079	826
1019	826
989	826
959	826
929	826
299	826
839	826
809	826
779	826
749	826
719	826
689	826
659	826
629	826
599	826
569	826
539	826
509	826
479	826
449	826
419	826
389	826
359	826
329	826
299	826
269	826
239	826
209	826
179	826
149	826
119	826
89	826
59	826
29	826
4294967295	826
179	809
1199	809
1169	809
1139	809
509	809
1049	809
1019	809
989	809
389	809
899	809
869	809
839	809
809	809
779	809
749	809
719	809
689	809
659	809
629	809
599	809
569	809
539	809
4294967235	809
4294967175	809
389	809
329	809
299	809
269	809
239	809
209	809
4294966845	809
89	809
29	809
1199	792
569	792
1109	792
509	792
1049	792
1019	792
989	792
389	792
929	792
329	792
839	792
779	792
749	792
719	792
689	792
659	792
629	792
599	792
569	792
539	792
509	792
479	792
449	792
419	792
389	792
359	792
329	792
299	792
269	792
239	792
209	792
179	792
149	792
119	792
89	792
59	792
29	792
4294967295	792
1769	775
239	775
1559	775
1529	775
1379	775
4294966965	727
1199	775
1169	775
1139	775
1109	775
1079	775
1049	775
1019	775
989	775
959	775
929	775
899	775
869	775
839	775
809	775
779	775
749	775
719	775
689	775
659	775
629	775
599	775
569	775
539	775
509	775
479	775
449	775
419	775
389	775
359	775
329	775
299	775
269	775
239	775
209	775
179	775
149	775
119	775
89	775
59	775
29	775
4294967295	775
539	758
509	758
479	758
449	758
419	758
389	758
359	758
329	758
299	758
269	758
239	758
209	758
179	758
149	758
119	758
89	758
59	758
29	758
4294967295	758
539	741
509	741
479	741
449	741
419	741
389	741
359	741
329	741
299	741
269	741
239	741
209	741
179	741
149	741
119	741
89	741
59	741
29	741
4294967295	741
4294967115	4294966973
1229	690
1169	690
1679	690
1649	690
1019	690
1589	690
1439	690
779	690
299	642
239	642
179	642
989	690
959	690
869	690
509	690
149	690
119	690
989	673
929	673
539	673
509	673
479	673
449	673
419	673
389	673
359	673
329	673
299	673
269	673
239	673
209	673
179	673
149	673
119	673
89	673
59	673
29	673
4294967295	673
479	656
1739	656
539	656
509	656
479	656
449	656
419	656
389	656
359	656
329	656
299	656
269	656
239	656
209	656
179	656
149	656
119	656
89	656
59	656
29	656
4294967295	656
959	639
539	639
509	639
479	639
449	639
419	639
389	639
359	639
329	639
299	639
269	639
239	639
209	639
179	639
149	639
119	639
89	639
59	639
29	639
4294967295	639
539	622
509	622
479	622
449	622
419	622
389	622
359	622
329	622
299	622
269	622
239	622
209	622
179	622
149	622
119	622
89	622
59	622
29	622
4294967295	622
539	605
509	605
479	605
449	605
419	605
389	605
359	605
329	605
299	605
269	605
239	605
209	605
179	605
149	605
119	605
89	605
59	605
29	605
4294967295	605
1409	588
1379	588
59	588
539	571
4294965855	555
1139	554
4294967025	506
539	554
509	554
479	554
449	554
419	554
389	554
359	554
329	554
299	554
269	554
239	554
209	554
179	554
149	554
119	554
89	554
59	554
29	554
4294967295	554
299	489
239	537
4294967145	489
779	537
749	537
1319	537
4294966875	489
179	537
749	537
719	537
539	204
509	204
479	204
449	204
419	204
389	204
359	204
329	204
299	204
269	204
239	204
209	204
179	204
149	204
119	204
89	204
59	204
29	204
4294967295	204
1079	520
329	520
539	520
509	520
479	520
449	520
419	520
389	520
359	520
329	520
299	520
269	520
239	520
209	520
179	520
149	520
119	520
89	520
59	520
29	520
4294967295	520
749	503
539	503
509	503
479	503
449	503
419	503
389	503
359	503
329	503
299	503
269	503
239	503
209	503
179	503
149	503
119	503
89	503
59	503
29	503
4294967295	503
539	486
509	486
479	486
449	486
419	486
389	486
359	486
329	486
299	486
269	486
239	486
209	486
179	486
149	486
119	486
89	486
59	486
29	486
4294966905	136
149	119
509	469
479	469
449	469
29	119
389	469
359	469
4294967235	119
4294967205	119
4294967175	119
239	469
4294967115	119
179	469
4294967055	119
119	469
89	469
59	469
4294966935	119
4294966695	469
1049	452
4294967235	404
4294967115	452
4294967115	452
419	452
389	452
59	452
4294966695	452
4294966905	435
4294966545	387
539	435
4294966125	435
29	435
4294967295	435
59	418
539	418
509	418
479	418
449	418
419	418
389	418
359	418
329	418
299	418
269	418
239	418
209	418
179	418
149	418
119	418
89	418
59	418
29	418
4294967295	418
539	401
509	401
479	401
449	401
419	401
389	401
359	401
329	401
299	401
4294967175	51
239	401
209	401
179	401
149	401
119	401
89	401
59	401
29	401
4294967295	401
1199	384
419	336
1709	384
1619	384
209	384
4294967145	384
899	384
1259	384
539	384
4294966695	384
449	384
389	384
299	384
4294966515	336
149	34
509	384
479	384
449	384
419	384
389	384
359	384
329	384
299	384
269	384
239	384
209	384
179	384
4294967055	34
119	384
89	384
59	384
29	384
4294967295	384
539	367
509	367
479	367
449	367
29	17
389	367
359	367
329	367
299	367
269	367
239	367
209	367
179	367
149	367
119	367
89	367
59	367
29	367
4294967295	367
119	350
1109	350
4294967295	350
239	350
1529	350
1319	350
4294966965	302
539	350
509	350
479	350
449	350
419	350
4294967295	0
359	350
329	350
299	350
269	350
239	350
209	350
179	350
149	350
119	350
89	350
59	350
29	350
4294967295	350
539	0
509	0
479	0
449	0
419	0
389	0
359	0
329	0
299	0
269	0
239	0
209	0
179	0
149	0
119	0
89	0
59	0
29	0
4294967295	0
1169	316
1739	316
1709	316
1589	316
4294967235	300
749	316
4294967085	300
1229	316
4294967055	299
4294966425	251
4294967235	299
479	299
449	299
419	299
389	299
359	299
329	299
299	299
269	299
239	299
209	299
179	299
149	299
119	299
89	299
59	299
29	299
4294967295	299
539	282
509	282
479	282
449	282
419	282
389	282
359	282
329	282
299	282
269	282
239	282
209	282
179	282
149	282
119	282
89	282
59	282
29	282
4294967295	282
1139	265
119	249
239	265
4294967025	265
4294966935	265
1289	265
539	265
509	265
479	265
449	265
419	265
389	265
359	265
329	265
299	265
269	265
239	265
209	265
179	265
149	265
119	265
89	265
59	265
29	265
4294967295	265
4294966695	248
539	248
509	248
479	248
449	248
419	248
389	248
359	248
329	248
299	248
269	248
239	248
209	248
179	248
149	248
119	248
89	248
59	248
29	248
4294967295	248
539	231
509	231
479	231
449	231
419	231
389	231
359	231
329	231
299	231
269	231
239	231
209	231
179	231
149	231
119	231
89	231
59	231
29	231
4294967295	231
539	214
509	214
479	214
449	214
419	214
389	214
359	214
329	214
299	214
269	214
239	214
209	214
179	214
149	214
119	214
89	214
59	214
29	214
4294967295	214
1109	197
689	197
329	197
539	197
509	197
479	197
449	197
419	197
389	197
359	197
329	197
299	197
269	197
239	197
209	197
179	197
149	197
119	197
89	197
59	197
29	197
4294967295	197
1829	180
479	180
449	180
419	180
389	180
359	180
329	180
299	180
269	180
239	180
209	180
179	180
149	180
119	180
89	180
59	180
29	180
4294967295	180
479	163
329	163
479	163
449	163
419	163
389	163
359	163
329	163
299	163
269	163
239	163
209	163
179	163
149	163
119	163
89	163
59	163
29	163
4294967295	163
209	98
809	146
1349	146
4294967025	130
479	146
449	146
419	146
389	146
359	146
329	146
299	146
269	146
239	146
209	146
179	146
149	146
119	146
89	146
59	146
29	146
4294967295	146
479	129
449	129
419	129
389	129
359	129
329	129
299	129
269	129
239	129
209	129
179	129
149	129
119	129
89	129
59	129
29	129
4294967295	129
479	112
449	112
419	112
389	112
359	112
329	112
299	112
269	112
239	112
209	112
179	112
149	112
119	112
89	112
59	112
29	112
4294967295	112
479	96
449	96
419	96
389	96
359	96
329	96
299	96
269	96
239	96
209	96
179	96
149	96
119	96
89	96
59	96
29	96
4294967295	96
299	0
359	4294966686
4294967175	0
479	80
449	80
419	80
389	80
359	80
329	80
299	80
269	80
239	80
209	80
179	80
149	80
119	80
89	80
59	80
29	80
4294967295	80
29	64
479	64
449	64
419	64
389	64
359	64
329	64
299	64
269	64
239	64
209	64
179	64
149	64
119	64
89	64
59	64
29	64
4294967295	64
1169	48
989	48
29	48
4294967295	48
479	48
449	48
419	48
389	48
359	48
329	48
299	48
269	48
239	48
209	48
179	48
149	48
119	48
89	48
59	48
29	48
4294967295	48
29	4294967280
29	32
479	32
449	32
419	32
389	32
359	32
329	32
299	32
269	32
239	32
209	32
179	32
149	32
119	32
89	32
59	32
29	32
4294967295	32
29	16
299	16
479	16
449	16
419	16
389	16
359	16
329	16
299	16
269	16
239	16
209	16
179	16
149	16
119	16
89	16
59	16
29	16
4294967295	16
179	4294967280
479	0
449	0
419	0
389	0
359	0
329	0
299	0
269	0
239	0
209	0
179	0
149	0
119	0
89	0
59	0
29	0
4294967295	0
1199	1047
1199	1030
179	238
1019	1030
989	1030
959	1030
929	1030
899	1030
299	1030
4294967235	238
779	1030
749	1030
719	1030
689	1030
659	1030
629	1030
599	1030
569	1030
509	1030
479	1030
449	1030
419	1030
389	1030
359	1030
329	1030
299	1030
209	1030
179	1030
4294966545	238
4294966815	1030
4294966395	1030
1199	1013
1169	1013
1139	1013
1109	1013
1079	1013
1049	1013
1019	1013
989	1013
959	1013
929	1013
899	1013
869	1013
839	1013
809	1013
779	1013
749	1013
719	1013
689	1013
659	1013
629	1013
599	1013
569	1013
539	1013
509	1013
479	1013
449	1013
419	1013
389	1013
359	1013
329	1013
299	1013
269	1013
239	1013
209	1013
179	1013
149	1013
119	1013
89	1013
59	1013
29	1013
4294967295	1013
299	204
1169	996
1139	996
1079	996
89	996
29	996
959	996
4294967265	996
329	996
4294967205	996
4294967235	204
809	996
209	996
4294967085	996
149	996
4294967025	996
89	996
59	996
29	996
4294966905	996
4294966875	996
509	996
479	996
4294967175	996
419	996
389	996
359	996
329	996
299	996
4294966995	996
209	996
179	996
4294966545	204
4294966455	996
4294966815	996
4294966755	996
4294966395	204
1199	979
1169	979
1139	979
1109	979
1079	979
1049	979
1019	979
989	979
959	979
929	979
899	979
869	979
839	979
809	979
779	979
749	979
719	979
689	979
659	979
629	979
599	979
569	979
539	979
509	979
479	979
449	979
419	979
389	979
359	979
329	979
299	979
269	979
239	979
209	979
179	979
149	979
119	979
89	979
59	979
29	979
4294967295	979
299	170
1169	962
179	962
539	962
509	962
1019	962
959	962
929	962
899	962
869	962
839	962
809	962
779	962
749	962
719	962
689	962
659	962
629	962
599	962
569	962
4294966875	962
509	962
4294967175	962
419	962
389	962
359	962
329	962
299	962
4294966995	962
4294966965	962
209	962
179	962
4294966875	962
119	962
4294966485	170
4294966395	962
269	865
1199	945
1169	945
1139	945
1109	945
1079	945
1049	945
1019	945
989	945
959	945
929	945
899	945
869	945
839	945
809	945
779	945
749	945
719	945
689	945
659	945
629	945
599	945
569	945
539	945
509	945
479	945
449	945
419	945
389	945
359	945
329	945
299	945
269	945
209	945
179	945
149	945
119	945
89	945
59	945
29	945
4294967295	945
1199	928
1169	928
1139	928
1109	928
1079	928
1049	928
989	928
959	928
329	928
839	928
809	928
779	928
749	928
719	928
689	928
659	928
629	928
599	928
569	928
4294966875	928
509	928
479	928
4294967175	928
